,brand,model,registration_year,fuel_type,seats,rto_state,transmission_type,ownership,engine(cc),kms_driven,engine_power(bhp),mileage(kmpl),has_parking_sensors,has_automatic_climate_control,has_rear_ac_vents,has_central_locking,has_air_purifier,vehicle_price(lakhs),new_vehicle_price(lakhs)
4408,Audi,A6,2020,Petrol,5 Seats,Haryana,Automatic,First Owner,1984,35600,241.3,14.11,0,1,0,0,1,38.8,76.32
4409,BMW,iX,2024,Electric,5 Seats,Chandigarh,Automatic,First Owner,0,2600,321.84,0.0,0,0,0,0,0,78.0,130.0
4410,Audi,A3,2015,Diesel,5 Seats,Delhi,Automatic,Second Owner,1968,55000,143.0,18.056,0,0,0,0,0,7.9,37.25
4411,Datsun,RediGO,2019,Petrol,5 Seats,Unknown,Manual,Fourth Owner,999,140000,67.0,22.5,0,0,0,1,0,1.5,4.29
4412,Maruti,Alto,2008,Petrol,5 Seats,Unknown,Manual,Second Owner,796,63000,46.3,19.7,0,0,0,0,0,0.45,3.39
4413,Tata,Nexon,2019,Petrol,5 Seats,Gujarat,Manual,Second Owner,1198,70000,108.5,17.0,1,0,0,0,0,5.5,7.41
4414,Hyundai,i20,2019,Petrol,5 Seats,Unknown,Manual,Second Owner,1197,80000,81.86,18.6,0,1,1,0,0,5.5,8.88
4415,Maruti,Alto,2008,Petrol,5 Seats,Unknown,Manual,Fourth Owner,796,96000,46.3,19.7,0,0,0,0,0,0.6,3.39
4416,Maruti,Ignis,2022,Petrol,5 Seats,Gujarat,Manual,First Owner,1197,20000,81.8,20.89,0,0,0,0,0,5.55,7.75
4417,Ford,Aspire,2015,Petrol,5 Seats,Andaman and Nicobar Islands,Manual,First Owner,1196,40000,91.01,18.341,0,0,0,0,0,3.75,7.07
4418,Maruti,Alto,2014,Petrol,5 Seats,Gujarat,Manual,First Owner,796,36000,47.3,22.74,0,0,0,0,0,2.3,3.54
4419,Maruti,Alto,2014,Petrol,5 Seats,Unknown,Manual,First Owner,796,30000,47.3,22.74,0,0,0,1,0,2.3,3.69
4420,Hyundai,i10,2009,Petrol,5 Seats,Andaman and Nicobar Islands,Manual,First Owner,1197,40000,78.9,20.36,0,0,0,1,0,1.5,5.13
4421,Maruti,Alto,2016,Petrol,5 Seats,Andaman and Nicobar Islands,Manual,First Owner,796,100000,47.3,24.7,0,0,0,1,0,2.0,4.35
4422,Skoda,Yeti,2013,Diesel,5 Seats,Gujarat,Manual,Second Owner,1968,138000,138.08,17.67,0,1,0,0,1,3.75,21.66
4423,Maruti,Wagon,2014,Petrol,5 Seats,Gujarat,Manual,First Owner,998,125000,67.06,20.51,0,0,0,1,0,2.5,5.36
4424,Hyundai,Santa,2011,Diesel,7 Seats,Goa,Manual,Third Owner,2199,160000,194.3,14.66,0,1,0,0,1,2.5,33.53
4425,Ford,Fiesta,2015,Petrol,5 Seats,Andaman and Nicobar Islands,Manual,First Owner,1596,59000,99.6,14.09,0,0,0,0,0,3.5,6.84
4426,Hyundai,Grand,2014,Petrol,5 Seats,Andaman and Nicobar Islands,Manual,Fifth Owner,1197,47000,82.0,18.9,0,0,0,1,0,2.6,6.18
4427,Toyota,Fortuner,2012,Diesel,7 Seats,Gujarat,Manual,First Owner,2982,170000,168.5,12.55,0,1,0,0,1,9.0,30.42
4428,Hyundai,i10,2012,Petrol,5 Seats,Andaman and Nicobar Islands,Manual,First Owner,1086,50000,68.05,19.81,0,0,0,1,0,2.15,5.43
4429,Tata,Tiago,2017,Diesel,5 Seats,Andaman and Nicobar Islands,Manual,First Owner,1047,53000,69.0,27.28,0,0,0,1,0,2.5,6.67
4430,Hyundai,Grand,2014,Diesel,5 Seats,Gujarat,Manual,Second Owner,1120,100000,70.0,24.0,0,0,1,0,0,3.0,7.09
4431,Datsun,RediGO,2019,Petrol,5 Seats,Gujarat,Manual,Third Owner,999,90000,67.0,22.5,0,0,0,1,0,2.8,4.35
4432,Mahindra,Scorpio,2010,Diesel,5 Seats,Andaman and Nicobar Islands,Manual,Third Owner,2179,200000,115.0,13.5,1,0,1,0,0,3.0,8.17
4433,Hyundai,Creta,2023,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1493,30000,113.98,18.0,1,0,1,0,0,7.5,14.67
4434,Maruti,Swift,2018,Diesel,5 Seats,Andhra Pradesh,Automatic,First Owner,1248,120000,74.0,28.4,0,0,0,0,0,6.0,8.89
4435,Honda,City,2004,Petrol,5 Seats,Telangana,Manual,Second Owner,1493,160000,100.0,12.8,0,0,0,0,0,1.5,9.42
4436,Toyota,Innova,2011,Diesel,7 Seats,Andhra Pradesh,Manual,First Owner,2494,160000,110.836,14.153,0,0,0,0,0,7.0,16.22
4437,Maruti,Baleno,2019,Petrol,5 Seats,Andhra Pradesh,Manual,First Owner,1197,80000,82.495,21.232,0,0,0,0,0,6.0,9.18
4438,MG,Astor,2022,Petrol,5 Seats,Andhra Pradesh,Automatic,Second Owner,1498,20000,111.606,15.806,0,0,0,0,0,12.0,20.79
4439,Maruti,Alto,2021,Petrol,5 Seats,Andhra Pradesh,Manual,First Owner,796,20000,46.629,23.663,0,0,0,0,0,3.8,5.24
4440,Mahindra,XUV300,2023,Petrol,5 Seats,Andhra Pradesh,Manual,First Owner,1197,17000,87.583,18.777,0,0,0,0,0,10.5,12.9
4441,Chevrolet,Captiva,2013,Diesel,7 Seats,Andhra Pradesh,Manual,Second Owner,2231,120000,184.0,14.6,0,1,0,0,1,6.0,31.15
4442,Tata,Tiago,2017,Petrol,5 Seats,Andhra Pradesh,Manual,First Owner,1199,70000,84.0,23.84,0,0,0,1,0,4.5,5.95
4443,Maruti,Eeco,2018,Petrol,5 Seats,Gujarat,Manual,First Owner,1196,100000,73.0,15.37,0,0,0,0,0,3.0,4.41
4444,Maruti,Alto,2020,Petrol,5 Seats,Gujarat,Manual,First Owner,796,70000,47.33,22.05,0,0,0,0,0,2.99,4.39
4445,Datsun,GO,2016,Petrol,7 Seats,Gujarat,Manual,First Owner,1198,80000,70.011,18.094,0,0,0,0,0,2.25,5.61
4446,Hyundai,Creta,2023,Petrol,5 Seats,Gujarat,Manual,First Owner,1497,15000,113.397,16.517,0,0,0,0,0,10.9,13.2
4447,Hyundai,Xcent,2018,Diesel,5 Seats,Uttar Pradesh,Manual,Second Owner,1186,100000,73.97,25.4,1,0,1,0,0,3.5,9.04
4448,Hyundai,Xcent,2016,Diesel,5 Seats,Uttar Pradesh,Manual,First Owner,1120,50000,71.0,24.4,0,0,0,0,0,3.0,6.94
4449,Hyundai,EON,2015,Petrol,5 Seats,Gujarat,Manual,First Owner,814,50000,55.2,21.1,0,0,0,0,0,2.51,4.14
4450,Maruti,Wagon,2010,Petrol,5 Seats,Gujarat,Manual,First Owner,998,52000,67.1,18.9,0,0,0,1,0,1.91,4.25
4451,Hyundai,Creta,2021,Diesel,5 Seats,Uttar Pradesh,Manual,First Owner,1493,150000,113.98,18.716,1,0,1,0,0,9.5,13.83
4452,Mahindra,Bolero,2013,Diesel,7 Seats,Uttar Pradesh,Manual,First Owner,2523,100000,64.686,15.96,0,0,0,0,0,3.5,10.53
4453,Mahindra,XUV500,2016,Diesel,7 Seats,Uttar Pradesh,Manual,Second Owner,2179,80000,140.33,15.93,0,0,0,0,0,7.0,14.94
4454,Mahindra,Scorpio,2015,Diesel,7 Seats,Uttar Pradesh,Manual,Second Owner,2179,120000,127.941,16.69,0,0,0,0,0,7.25,12.91
4455,Maruti,Vitara,2019,Diesel,5 Seats,Uttar Pradesh,Manual,Second Owner,1248,90000,87.966,24.358,0,0,0,0,0,6.5,10.17
4456,Mahindra,Bolero,2015,Diesel,7 Seats,Uttar Pradesh,Manual,First Owner,2523,30000,65.098,15.96,0,0,0,0,0,5.99,9.9
4457,Mahindra,TUV,2017,Diesel,7 Seats,Uttar Pradesh,Manual,Second Owner,1493,50000,97.821,20.325,0,0,0,0,0,4.85,8.77
4458,Maruti,Swift,2017,Diesel,5 Seats,Uttar Pradesh,Manual,Second Owner,1248,70000,74.0,25.2,0,0,0,0,0,3.7,7.62
4459,Maruti,Celerio,2015,Petrol,5 Seats,Uttar Pradesh,Manual,First Owner,998,100000,67.04,23.1,0,0,0,1,0,2.0,5.02
4460,Maruti,Ertiga,2013,Diesel,7 Seats,Uttar Pradesh,Manual,Fifth Owner,1248,20000,88.76,20.77,0,0,1,0,0,3.5,9.48
4461,Maruti,Ertiga,2023,CNG,7 Seats,Uttar Pradesh,Manual,First Owner,1462,50000,86.63,26.11,1,0,1,0,0,11.0,12.42
4462,Renault,KWID,2017,Petrol,5 Seats,Uttar Pradesh,Automatic,Second Owner,999,50000,67.0,24.04,0,0,0,1,0,4.0,5.33
4463,Hyundai,Verna,2008,Diesel,5 Seats,Maharashtra,Manual,Third Owner,1493,120000,98.93,16.8,0,0,0,0,0,1.5,8.92
4464,Maruti,Swift,2018,Diesel,5 Seats,Uttar Pradesh,Manual,Third Owner,1248,80000,74.02,28.4,1,0,1,0,0,4.25,8.58
4465,Maruti,Swift,2016,Diesel,5 Seats,Uttar Pradesh,Manual,First Owner,1248,102000,74.0,26.59,0,0,0,0,0,3.45,8.2
4466,Tata,Nexon,2022,Petrol,5 Seats,Uttar Pradesh,Manual,First Owner,1199,49000,118.36,17.57,0,1,1,0,1,9.0,12.9
4467,Tata,Harrier,2021,Diesel,5 Seats,Rajasthan,Automatic,First Owner,1956,130000,167.63,17.0,0,1,0,0,0,14.0,25.18
4468,Renault,KWID,2021,Petrol,5 Seats,Madhya Pradesh,Manual,First Owner,799,19000,54.582,24.393,0,0,0,0,0,3.5,4.88
4469,Mahindra,Thar,2021,Diesel,4 Seats,Rajasthan,Manual,First Owner,2184,100000,130.0,15.2,0,0,0,0,0,14.1,18.38
4470,Hyundai,i20,2020,Petrol,5 Seats,Unknown,Manual,First Owner,1197,76867,82.315,18.476,0,0,0,0,0,5.87,8.63
4471,Maruti,Wagon,2022,CNG,5 Seats,Madhya Pradesh,Manual,First Owner,998,26500,55.92,34.05,0,0,0,0,0,5.65,7.76
4472,Hyundai,Getz,2008,Diesel,5 Seats,Tamil Nadu,Manual,Second Owner,1493,150000,97.377,23.103,0,0,0,0,0,0.75,5.91
4473,Maruti,S-Presso,2023,Petrol,5 Seats,Madhya Pradesh,Manual,First Owner,998,10000,68.311,23.01,0,0,0,0,0,4.5,6.21
4474,Mahindra,Thar,2025,Diesel,5 Seats,Rajasthan,Automatic,First Owner,2184,8000,158.306,15.386,0,0,0,0,0,27.5,28.95
4475,Maruti,Alto,2013,Petrol,5 Seats,Rajasthan,Manual,Fourth Owner,796,120000,46.629,20.886,0,0,0,0,0,1.65,3.59
4476,Maruti,Eeco,2021,Petrol,5 Seats,Andhra Pradesh,Manual,Second Owner,1196,20000,82.526,19.591,0,0,0,0,0,5.0,5.95
4477,Toyota,Innova,2014,Diesel,7 Seats,Andhra Pradesh,Manual,Second Owner,2494,150000,109.145,14.088,0,0,0,0,0,8.5,20.07
4478,Hyundai,Exter,2023,Petrol,5 Seats,Madhya Pradesh,Manual,First Owner,1197,10000,81.8,19.4,1,1,1,0,0,9.0,9.4
4479,Kia,Seltos,2021,Petrol,5 Seats,Rajasthan,Manual,First Owner,1497,47000,113.43,16.8,1,0,1,0,0,9.5,14.05
4480,Toyota,Taisor,2025,Petrol,5 Seats,Madhya Pradesh,Manual,First Owner,998,10000,98.69,21.5,1,1,1,0,0,9.95,12.19
4481,MG,Astor,2023,Petrol,5 Seats,Rajasthan,Automatic,First Owner,1498,20000,108.49,14.82,0,1,0,0,0,14.0,18.31
4482,Nissan,Magnite,2024,Petrol,5 Seats,Rajasthan,Manual,First Owner,999,15800,71.02,18.75,1,1,0,0,0,7.75,9.5
4483,Mahindra,Thar,2023,Petrol,4 Seats,Rajasthan,Manual,First Owner,1997,24000,150.19,8.0,0,0,0,0,0,12.8,19.01
4484,Tata,Nexon,2022,Diesel,5 Seats,Rajasthan,Manual,First Owner,1497,39000,113.42,23.22,1,0,0,0,0,8.7,12.84
4485,Mahindra,KUV,2017,Diesel,6 Seats,Unknown,Manual,Third Owner,1198,130000,77.0,25.32,0,0,0,0,0,3.5,7.35
4486,Hyundai,i20,2013,Diesel,5 Seats,Tamil Nadu,Manual,First Owner,1396,185000,88.76,21.27,0,1,0,0,0,3.5,8.91
4487,Datsun,RediGO,2018,Petrol,5 Seats,Unknown,Manual,First Owner,999,60000,74.145,19.893,0,0,0,0,0,2.5,4.58
4488,Maruti,XL6,2023,Petrol,6 Seats,Tamil Nadu,Manual,First Owner,1462,18000,101.64,20.97,1,1,1,0,0,12.0,14.65
4489,Maruti,Wagon,2014,Petrol,5 Seats,Jammu and Kashmir,Manual,First Owner,998,120000,67.04,20.51,0,0,0,1,0,2.0,5.49
4490,Ford,Figo,2011,Diesel,5 Seats,Unknown,Manual,First Owner,1399,173000,68.0,20.0,0,0,0,1,0,1.1,6.82
4491,Hyundai,Creta,2021,Petrol,5 Seats,Jammu and Kashmir,Manual,First Owner,1497,20000,113.18,16.357,0,1,0,0,0,12.0,14.96
4492,Mahindra,XUV700,2024,Diesel,7 Seats,Unknown,Manual,First Owner,2198,20000,185.168,15.969,0,0,0,0,0,19.0,22.74
4493,Hyundai,Exter,2023,Petrol,5 Seats,West Bengal,Manual,First Owner,1197,17000,81.8,19.4,1,1,1,0,0,7.99,11.1
4494,Maruti,Alto,2011,Petrol,5 Seats,Jammu and Kashmir,Manual,First Owner,998,150000,67.1,20.92,0,0,0,1,0,2.0,3.77
4495,Ford,Fiesta,2013,Diesel,5 Seats,Jammu and Kashmir,Manual,Second Owner,1498,70000,88.7,23.5,0,1,0,0,0,2.0,10.37
4496,Maruti,Baleno,2019,Petrol,5 Seats,West Bengal,Automatic,First Owner,1197,44000,81.8,19.56,0,1,0,0,0,5.45,10.25
4497,Hyundai,i20,2012,Petrol,5 Seats,West Bengal,Manual,First Owner,1197,100000,79.933,17.0,0,0,0,1,0,2.0,6.34
4498,Maruti,FRONX,2023,Petrol,5 Seats,West Bengal,Automatic,First Owner,1197,18000,88.5,22.89,1,1,0,0,0,7.11,10.59
4499,Mahindra,Thar,2024,Petrol,5 Seats,Sikkim,Automatic,First Owner,1997,9963,174.0,12.4,0,1,0,0,1,20.5,23.44
4500,Hyundai,EON,2013,Petrol,5 Seats,West Bengal,Manual,First Owner,814,31001,55.2,21.1,0,0,0,0,0,1.81,4.52
4501,Ford,Figo,2014,Petrol,5 Seats,West Bengal,Manual,Second Owner,1196,55500,70.02,15.6,0,0,0,1,0,1.99,6.06
4502,Hyundai,i10,2013,Petrol,5 Seats,West Bengal,Manual,First Owner,1197,62001,78.9,20.36,0,0,0,1,0,2.21,5.76
4503,Maruti,Ertiga,2021,Petrol,7 Seats,Odisha,Manual,First Owner,1462,120000,102.781,19.634,0,0,0,0,0,9.0,10.09
4504,Maruti,Celerio,2019,Petrol,5 Seats,Odisha,Automatic,First Owner,998,42000,68.204,22.254,0,0,0,0,0,4.3,6.14
4505,Maruti,Alto,2012,Petrol,5 Seats,Karnataka,Manual,Fourth Owner,998,90000,67.067,20.693,0,0,0,0,0,1.5,3.67
4506,Maruti,Celerio,2023,Petrol,5 Seats,West Bengal,Manual,First Owner,998,1390,68.36,22.297,0,0,0,0,0,4.99,7.3
4507,Tata,Safari,2015,Diesel,7 Seats,Unknown,Manual,First Owner,2179,120000,143.052,13.911,0,0,0,0,0,7.2,12.29
4508,Tata,Altroz,2023,Petrol,5 Seats,Other/Regional Code,Manual,First Owner,1199,10000,85.645,19.587,0,0,0,0,0,8.4,10.17
4509,Maruti,Ertiga,2022,Petrol,7 Seats,Odisha,Manual,First Owner,1462,60000,101.827,20.314,0,0,0,0,0,10.0,10.72
4510,Mahindra,XUV700,2022,Diesel,7 Seats,West Bengal,Automatic,First Owner,2198,50000,185.219,15.299,0,0,0,0,0,22.5,28.85
4511,Maruti,Baleno,2018,Petrol,5 Seats,Delhi,Manual,First Owner,1197,70000,82.495,21.232,0,0,0,0,0,4.75,7.27
4512,Hyundai,i10,2011,Petrol,5 Seats,West Bengal,Manual,Second Owner,1197,49000,78.9,20.36,0,0,0,1,0,1.65,5.76
4513,Maruti,Alto,2016,Petrol,5 Seats,West Bengal,Manual,First Owner,796,17001,47.3,24.7,0,0,0,0,0,2.35,4.21
4514,Hyundai,i10,2009,Petrol,5 Seats,Odisha,Manual,Second Owner,1197,118000,78.9,20.36,0,0,0,1,0,1.0,5.02
4515,BMW,6 Series,2019,Diesel,5 Seats,Odisha,Automatic,First Owner,1995,50000,187.74,16.429,0,0,0,0,0,38.0,83.48
4516,BMW,X3,2023,Diesel,5 Seats,Odisha,Automatic,First Owner,1995,42000,187.74,16.534,0,0,0,0,0,50.0,83.48
4517,Hyundai,Verna,2019,Petrol,5 Seats,Odisha,Manual,First Owner,1591,60000,121.3,17.0,1,1,1,0,0,9.0,13.75
4518,Honda,WR-V,2020,Petrol,5 Seats,Odisha,Manual,First Owner,1199,25000,88.7,17.5,1,1,0,0,1,7.5,10.65
4519,Renault,Triber,2019,Petrol,7 Seats,Odisha,Manual,First Owner,999,100000,72.0,20.0,1,0,1,0,0,3.5,6.31
4520,Maruti,Celerio,2022,Petrol,5 Seats,Bihar,Manual,First Owner,998,60000,65.71,25.24,0,0,0,0,0,4.5,7.01
4521,Hyundai,i20,2015,Petrol,5 Seats,Bihar,Manual,First Owner,1197,60000,81.83,18.6,0,1,1,0,0,3.75,7.63
4522,Maruti,Swift,2014,Petrol,5 Seats,Unknown,Manual,First Owner,1197,71000,81.8,22.0,0,1,0,0,0,3.25,7.76
4523,Maruti,Baleno,2020,Petrol,5 Seats,Unknown,Manual,First Owner,1197,57000,82.495,21.232,0,0,0,0,0,5.3,8.08
4524,Mahindra,Scorpio,2014,Diesel,8 Seats,Unknown,Manual,Third Owner,2523,63000,75.0,14.0,0,0,1,0,0,5.0,9.6
4525,Honda,Amaze,2020,Petrol,5 Seats,Unknown,Automatic,First Owner,1199,63000,88.76,19.0,1,0,0,0,0,4.25,8.79
4526,Hyundai,Venue,2019,Diesel,5 Seats,Unknown,Manual,First Owner,1396,60000,88.76,23.7,1,1,1,0,0,7.0,11.39
4527,Hyundai,Santro,2019,Petrol,5 Seats,Unknown,Manual,First Owner,1086,60000,68.0,20.3,0,0,0,1,0,4.05,6.7
4528,Maruti,Alto,2019,Petrol,5 Seats,Unknown,Manual,First Owner,998,50000,67.05,23.95,0,0,0,1,0,3.5,4.66
4529,Mahindra,Scorpio,2016,Diesel,7 Seats,Unknown,Manual,First Owner,1997,100000,120.0,15.4,0,0,1,0,0,10.0,13.6
4530,Tata,Indigo,2014,Diesel,5 Seats,Unknown,Manual,First Owner,1396,71000,69.01,25.0,0,0,0,0,0,1.5,7.32
4531,Maruti,XL6,2025,Petrol,6 Seats,Unknown,Manual,First Owner,1462,40000,101.64,20.97,1,1,1,0,0,12.0,13.8
4532,Maruti,Swift,2012,Diesel,5 Seats,Unknown,Manual,First Owner,1248,90000,74.0,23.4,0,0,0,0,0,2.5,7.79
4533,Maruti,Brezza,2023,Petrol,5 Seats,Unknown,Manual,First Owner,1462,50000,101.64,19.89,0,1,0,0,0,12.0,14.66
4534,Maruti,Alto,2023,Petrol,5 Seats,Unknown,Automatic,First Owner,998,34000,65.71,24.9,0,0,0,0,0,4.5,6.99
4535,Maruti,Baleno,2019,Diesel,5 Seats,Bihar,Manual,First Owner,1248,107000,74.0,27.39,0,1,0,0,0,5.0,9.33
4536,Renault,KWID,2018,Petrol,5 Seats,Unknown,Automatic,First Owner,999,100600,67.0,24.04,0,0,0,1,0,2.0,5.3
4537,MG,Hector,2025,Petrol,7 Seats,West Bengal,Manual,First Owner,1451,17000,141.04,13.79,0,1,0,0,1,25.0,25.55
4538,Mahindra,Scorpio,2025,Diesel,7 Seats,Unknown,Manual,Second Owner,2198,36000,172.45,15.42,0,1,0,0,0,14.0,26.92
4539,Maruti,Alto,2014,Petrol,5 Seats,Unknown,Manual,Second Owner,998,90000,67.05,23.95,0,0,0,1,0,1.1,4.66
4540,Mahindra,XUV500,2018,Diesel,7 Seats,Jharkhand,Manual,First Owner,2179,150000,138.675,15.885,0,0,0,0,0,10.0,20.05
4541,Maruti,Omni,2016,Petrol,8 Seats,Unknown,Manual,Second Owner,796,120000,34.2,16.8,0,0,0,0,0,1.0,3.55
4542,Ford,Ecosport,2018,Petrol,5 Seats,West Bengal,Manual,First Owner,1497,159000,122.294,16.659,0,0,0,0,0,5.0,12.05
4543,BMW,X3,2024,Diesel,5 Seats,Karnataka,Automatic,First Owner,1995,2000,198.067,13.023,0,0,0,0,0,73.75,90.81
4544,Audi,Q7,2024,Petrol,7 Seats,Karnataka,Automatic,First Owner,2995,18000,235.328,12.725,0,0,0,0,0,81.0,121.0
4545,Audi,Q8,2021,Petrol,5 Seats,Karnataka,Automatic,First Owner,2995,24000,246.381,14.054,0,0,0,0,0,82.0,179.0
4546,Maruti,Alto,2016,Petrol,5 Seats,Jharkhand,Manual,First Owner,998,49000,67.05,23.95,0,0,0,1,0,2.7,4.81
4547,Maruti,Swift,2012,Petrol,5 Seats,Jharkhand,Manual,Fifth Owner,1197,94000,85.8,18.6,0,0,0,1,0,1.25,6.55
4548,Hyundai,Creta,2022,Petrol,5 Seats,Karnataka,Manual,Second Owner,1497,16667,113.18,16.384,1,0,1,0,0,10.99,14.5
4549,Skoda,Superb,2010,Petrol,5 Seats,Karnataka,Manual,Second Owner,1798,45000,159.007,14.19,0,0,0,0,0,4.86,22.52
4550,Tata,Nano,2010,Petrol,4 Seats,Karnataka,Manual,First Owner,624,80000,38.17,25.333,0,0,0,0,0,0.38,1.87
4551,Maruti,Celerio,2025,Petrol,5 Seats,Karnataka,Manual,First Owner,998,10000,65.71,25.24,0,0,0,0,0,6.2,6.7
4552,Volkswagen,Taigun,2022,Petrol,5 Seats,Karnataka,Automatic,First Owner,999,17154,113.98,18.41,0,1,0,0,0,14.25,21.16
4553,Tata,Nexon,2023,Petrol,5 Seats,Karnataka,Automatic,First Owner,1199,13091,118.27,17.01,0,1,0,0,1,14.95,17.53
4554,Kia,Seltos,2024,Petrol,5 Seats,Karnataka,Automatic,First Owner,1497,49138,113.42,17.7,0,1,0,0,1,16.75,21.95
4555,Ford,Ecosport,2016,Petrol,5 Seats,Uttar Pradesh,Manual,Second Owner,1499,70000,110.4,15.85,1,1,0,0,1,4.5,10.37
4556,Hyundai,Aura,2022,CNG,5 Seats,Haryana,Manual,First Owner,1197,80000,66.629,25.654,0,0,0,0,0,7.8,9.69
4557,Kia,Sonet,2021,Petrol,5 Seats,Karnataka,Manual,First Owner,1197,50000,81.86,18.4,1,1,1,0,0,8.6,11.46
4558,Jeep,Compass,2019,Diesel,5 Seats,Himachal Pradesh,Manual,First Owner,1956,80000,170.0,16.3,0,1,0,0,1,10.0,25.53
4559,Tata,Tiago,2019,Petrol,5 Seats,Delhi,Automatic,Second Owner,1199,60000,83.83,23.84,0,0,0,1,0,4.2,6.58
4560,Maruti,Ertiga,2017,Petrol,7 Seats,Odisha,Manual,Second Owner,1462,53027,103.26,19.01,1,1,1,0,0,6.55,10.9
4561,Audi,Q5,2014,Diesel,5 Seats,Odisha,Automatic,Second Owner,1968,100000,168.008,16.711,0,0,0,0,0,12.8,59.5
4562,Mahindra,Scorpio,2012,Diesel,7 Seats,Gujarat,Manual,First Owner,2609,120000,71.74,14.443,0,0,0,0,0,3.5,8.63
4563,Tata,Nexon,2018,Diesel,5 Seats,Odisha,Manual,First Owner,1497,54000,106.313,21.404,0,0,0,0,0,6.85,12.73
4564,Kia,Seltos,2022,Petrol,5 Seats,Odisha,Manual,Second Owner,1497,54000,113.343,16.983,0,0,0,0,0,10.7,15.14
4565,Hyundai,Santro,2014,LPG,5 Seats,Unknown,Manual,First Owner,1086,94000,62.1,10.76,0,0,0,1,0,2.25,4.81
4566,Toyota,Fortuner,2010,Diesel,7 Seats,Odisha,Manual,First Owner,2982,100000,166.42,12.767,0,0,0,0,0,7.4,24.38
4567,Mahindra,Scorpio,2010,Diesel,8 Seats,Odisha,Manual,First Owner,2523,98632,70.844,14.277,0,0,0,0,0,2.4,9.36
4568,Hyundai,i10,2013,Petrol,5 Seats,Odisha,Manual,First Owner,1197,39792,80.747,19.802,0,0,0,0,0,2.35,5.53
4569,Hyundai,Xcent,2018,Petrol,5 Seats,Odisha,Manual,First Owner,1197,65000,82.44,18.863,0,0,0,0,0,4.5,8.05
4570,Maruti,Swift,2022,Petrol,5 Seats,Odisha,Manual,First Owner,1197,41250,88.5,22.38,0,0,0,0,0,6.35,7.88
4571,Tata,Hexa,2018,Diesel,7 Seats,Uttar Pradesh,Manual,First Owner,2179,80000,147.94,13.865,1,0,1,0,0,5.7,16.02
4572,Maruti,Eeco,2015,Petrol,5 Seats,Gujarat,Manual,Third Owner,1196,98000,83.587,18.759,0,0,0,0,0,2.5,4.41
4573,Maruti,Alto,2015,Petrol,5 Seats,Chhattisgarh,Manual,First Owner,998,45000,67.05,23.95,0,0,0,1,0,2.3,4.5
4574,Tata,Harrier,2024,Diesel,5 Seats,Odisha,Manual,First Owner,1956,30000,167.62,16.8,0,1,0,0,1,19.0,25.59
4575,Maruti,Swift,2023,CNG,5 Seats,Uttar Pradesh,Manual,First Owner,1197,30000,76.43,30.9,0,0,0,0,0,8.5,9.11
4576,Mahindra,Bolero,2019,Diesel,7 Seats,Uttar Pradesh,Manual,First Owner,1493,60000,70.0,16.5,1,0,0,0,0,4.9,10.04
4577,Kia,Sonet,2021,Diesel,5 Seats,Uttar Pradesh,Manual,First Owner,1493,80000,98.63,18.4,0,1,0,0,0,10.0,14.16
4578,Maruti,Swift,2022,Petrol,5 Seats,Bihar,Manual,First Owner,1197,40000,88.5,22.41,1,0,1,0,0,6.0,8.43
4579,Hyundai,Aura,2025,CNG,5 Seats,Uttar Pradesh,Manual,First Owner,1197,1000,68.0,22.0,1,0,0,0,0,8.0,8.55
4580,Renault,Kiger,2023,Petrol,5 Seats,Unknown,Automatic,First Owner,999,15000,71.01,19.03,1,0,1,0,1,6.5,9.51
4581,Renault,Kiger,2023,Petrol,5 Seats,Uttar Pradesh,Automatic,First Owner,999,15000,71.01,19.03,1,0,1,0,1,8.0,9.51
4582,Mahindra,Bolero,2018,Diesel,7 Seats,Uttar Pradesh,Manual,First Owner,1493,60000,70.0,16.5,1,0,0,0,0,4.8,8.9
4583,Renault,Triber,2021,Petrol,7 Seats,Uttar Pradesh,Manual,First Owner,999,20000,70.515,19.407,0,0,0,0,0,6.5,9.24
4584,Honda,New,2010,Petrol,5 Seats,Uttar Pradesh,Manual,Fourth Owner,2354,100000,177.6,12.8,0,0,0,0,0,3.3,23.75
4585,Maruti,Brezza,2024,Petrol,5 Seats,Uttar Pradesh,Manual,First Owner,1462,40000,101.64,19.89,1,1,1,0,0,11.0,13.03
4586,Maruti,Wagon,2015,CNG,5 Seats,Uttar Pradesh,Manual,Third Owner,998,138000,58.16,26.6,0,0,0,1,0,2.8,5.47
4587,Mahindra,Bolero,2025,Diesel,9 Seats,Unknown,Manual,Second Owner,2184,31000,118.35,14.0,1,0,0,0,0,8.5,13.36
4588,Toyota,Etios,2012,Diesel,5 Seats,Uttar Pradesh,Manual,Second Owner,1364,170000,68.691,23.59,0,0,0,0,0,1.5,7.26
4589,Hyundai,Santro,2021,Petrol,5 Seats,Uttar Pradesh,Manual,First Owner,1086,56000,68.05,20.3,0,0,0,1,0,5.0,6.11
4590,Maruti,Swift,2022,Petrol,5 Seats,Uttar Pradesh,Manual,First Owner,1197,40000,88.5,22.38,0,0,0,0,0,6.5,7.88
4591,Maruti,Swift,2025,Petrol,5 Seats,Unknown,Automatic,First Owner,1197,120000,80.46,25.75,0,0,0,0,0,1.2,9.13
